"","identifier","chromosome_name","start_position","end_position","strand","ensembl_gene_id","hgnc_symbol"
"494","loop_519","5",103607269,103919900,1,"ENSG00000297797, ENSG00000283462, ENSG00000251026, ENSG00000201910","NIHCOLE, RNU1-140P"
"495","loop_52","1",25884181,25906991,-1,"ENSG00000117632, ENSG00000294297, ENSG00000283938, ENSG00000294284, ENSG00000158006, ENSG00000207237, ENSG00000310101","STMN1,  MIR3917, PAFAH2, RNU6-110P"
"496","loop_521","3",99817837,100181732,1,"ENSG00000184220, ENSG00000168386, ENSG00000287378, ENSG00000293379, ENSG00000235156, ENSG00000277000, ENSG00000243974","CMSS1, FILIP1L,  TMEM30CP, DUSP12P1, VTI1BP1"
"497","loop_523","2",61888724,62147247,1,"ENSG00000173163, ENSG00000299165, ENSG00000229839, ENSG00000242735, ENSG00000271657, ENSG00000170340, ENSG00000266097, ENSG00000310261, ENSG00000228541, ENSG00000239958, ENSG00000305072, ENSG00000305092, ENSG00000270335, ENSG00000305117","COMMD1,  RPSAP26, B3GNT2, MIR5192, RN7SL51P"
"498","loop_524","2",158935798,158935985,-1,"ENSG00000222300, ENSG00000307237, ENSG00000115183, ENSG00000305402, ENSG00000213189, ENSG00000202029, ENSG00000226878","RNU2-21P,  TANC1, BTF3L4P2, RNU6-580P, GSTM3P2"
"499","loop_525","1",63774017,64181498,1,"ENSG00000185483, ENSG00000207190, ENSG00000306464, ENSG00000200508, ENSG00000223949","ROR1, RNU6-809P,  ROR1-AS1"
"500","loop_526","22",26422071,26423193,-1,"ENSG00000230203, ENSG00000128203, ENSG00000100099, ENSG00000307305, ENSG00000100104, ENSG00000100109, ENSG00000261188, ENSG00000128294, ENSG00000296814, ENSG00000221760, ENSG00000299773, ENSG00000213707, ENSG00000286326, ENSG00000100122, ENSG00000196431, ENSG00000309298, ENSG00000226912, ENSG00000244625, ENSG00000225783","RPS3AP55, ASPHD2, HPS4,  SRRD, TFIP11, TFIP11-DT, TPST2, MIR548J, HMGB1P10, CRYBB1, CRYBA4, ISCA2P1, MIATNB, MIAT"
"501","loop_527","20",4759311,4764429,1,"ENSG00000278595, ENSG00000101265, ENSG00000294006, ENSG00000089057, ENSG00000252096, ENSG00000297348","RASSF2, SLC23A2"
"502","loop_528","19",1724115,1724395,1,"ENSG00000275642, ENSG00000309855, ENSG00000267073, ENSG00000205922","ONECUT3"
"503","loop_53","1",26111165,26125555,1,"ENSG00000175087, ENSG00000309933, ENSG00000197245, ENSG00000282872","PDIK1L,  FAM110D, C1orf232"
"504","loop_530","15",38577150,39180499,1,"ENSG00000175779, ENSG00000274281, ENSG00000298749, ENSG00000259345, ENSG00000307214","LINC02694"
"505","loop_532","11",109864295,110296712,-1,"ENSG00000137710, ENSG00000254416, ENSG00000303649","RDX, LINC02732"
"506","loop_534","7",76166708,76199377,1,"ENSG00000290730, ENSG00000177679, ENSG00000296594, ENSG00000296557, ENSG00000296575, ENSG00000106211","SRRM3, HSPB1"
"507","loop_535","6",56056590,56394094,-1,"ENSG00000124749, ENSG00000309441, ENSG00000220666, ENSG00000151914","COL21A1,  RCC2P7, DST"
"508","loop_536","3",14675141,14773036,1,"ENSG00000131379, ENSG00000230172, ENSG00000285969, ENSG00000260902, ENSG00000154783, ENSG00000225733","C3orf20,  LINC02011, FGD5, FGD5-AS1"
"509","loop_538","2",45651345,46187990,1,"ENSG00000171132, ENSG00000228481","PRKCE, PRKCE-AS1"
"510","loop_539","22",19756703,19783593,1,"ENSG00000184058, ENSG00000185838, ENSG00000235776, ENSG00000302740, ENSG00000215012, ENSG00000289960, ENSG00000184470, ENSG00000232926","TBX1, GNB1L, RPL7AP70,  RTL10, TXNRD2, RPL8P5"
"511","loop_54","12",7237432,7240986,1,"ENSG00000256480, ENSG00000299889, ENSG00000215009, ENSG00000298994, ENSG00000177675, ENSG00000255836","ACSM4, CD163L1"
"512","loop_540","18",55222185,55664787,-1,"ENSG00000196628, ENSG00000267028, ENSG00000264571, ENSG00000267402, ENSG00000267284, ENSG00000242320, ENSG00000295431, ENSG00000267325, ENSG00000295415","TCF4, TCF4-AS1, MIR4529, TCF4-AS2,  RPL21P126, LINC01415"
"513","loop_541","13",36844831,36920887,-1,"ENSG00000120693, ENSG00000228825, ENSG00000232378, ENSG00000226161, ENSG00000120697, ENSG00000120699","SMAD9, LAMTOR3P1, RPL29P28, EIF4A1P5, ALG5, EXOSC8"
"514","loop_543","2",42494569,42756947,1,"ENSG00000057935, ENSG00000215263, ENSG00000303185","MTA3"
"515","loop_545","17",795306,795794,1,"ENSG00000277491, ENSG00000167693, ENSG00000262133, ENSG00000262003, ENSG00000263017, ENSG00000177370","NXN, TIMM22"
"516","loop_546","15",91099950,91302565,1,"ENSG00000185518, ENSG00000285883, ENSG00000258551, ENSG00000289066","SV2B"
"517","loop_549","9",83938311,83956986,-1,"ENSG00000165118, ENSG00000235298, ENSG00000165119, ENSG00000284179, ENSG00000309273, ENSG00000178966, ENSG00000202523, ENSG00000227463, ENSG00000270166, ENSG00000197506, ENSG00000233262","QNG1, HNRNPK-AS1, HNRNPK, MIR7-1,  RMI1, SLC28A3, SLC28A3-AS1"
"518","loop_552","5",114055926,114496500,1,"ENSG00000080709, ENSG00000300763, ENSG00000222706","KCNN2,  RN7SKP89"
"519","loop_554","2",204545475,205620162,1,"ENSG00000116117, ENSG00000303132","PARD3B"
"520","loop_555","1",158514785,158515925,1,"ENSG00000227445, ENSG00000231434, ENSG00000197532, ENSG00000186440, ENSG00000279111, ENSG00000198967, ENSG00000163554, ENSG00000231237, ENSG00000196171, ENSG00000203757, ENSG00000307040, ENSG00000180437, ENSG00000226949, ENSG00000197403, ENSG00000180433, ENSG00000188340, ENSG00000229724, ENSG00000180409, ENSG00000163563, ENSG00000229849, ENSG00000163564","OR10R1P, HSP90AA3P, OR6Y1, OR6P1, OR10X1, OR10Z1, SPTA1, OR6K1P, OR6K2, OR6K3,  OR6K4P, OR6K5P, OR6N1, OR6K6, OR6N2, OR2AQ1P, OR10AA1P, MNDA, PYHIN5P, PYHIN1"
"521","loop_556","18",3496032,4455307,-1,"ENSG00000170579, ENSG00000294580, ENSG00000261520, ENSG00000264246, ENSG00000297987, ENSG00000298009, ENSG00000265545, ENSG00000298033, ENSG00000266268, ENSG00000301633, ENSG00000264775, ENSG00000305940","DLGAP1,  DLGAP1-AS5, ELOCP27, PPIAP14"
"522","loop_557","18",51283733,51283896,-1,"ENSG00000207154, ENSG00000227115, ENSG00000266201, ENSG00000266003","RNU1-46P, LINC01630, SS18L2P2"
"523","loop_558","16",48911089,48912962,1,"ENSG00000304097, ENSG00000300084, ENSG00000309763, ENSG00000298306, ENSG00000260067, ENSG00000287469, ENSG00000296468, ENSG00000261421, ENSG00000310105, ENSG00000261815","MTND4LP25"
"524","loop_559","12",110846769,110907535,1,"ENSG00000173093, ENSG00000111245, ENSG00000185847, ENSG00000258240, ENSG00000309108, ENSG00000111249, ENSG00000304623","CCDC63, MYL2, LINC01405, LINC01404,  CUX2"
"525","loop_56","1",28095148,28126939,-1,"ENSG00000289576, ENSG00000228589, ENSG00000228943, ENSG00000214812, ENSG00000253005, ENSG00000169403, ENSG00000298310, ENSG00000126698","SPCS2P4, ARL8BP2, RNU6-176P, PTAFR, DNAJC8"
"526","loop_560","10",30804824,30821319,-1,"ENSG00000302909, ENSG00000302926, ENSG00000183621, ENSG00000272914, ENSG00000304783, ENSG00000237135, ENSG00000304692, ENSG00000272381, ENSG00000304739, ENSG00000304715, ENSG00000237036, ENSG00000252479, ENSG00000148516, ENSG00000230397, ENSG00000285781, ENSG00000304763","ZNF438, DDX10P1, LINC02664, ZEB1-AS1, RNA5SP309, ZEB1, SPTLC1P1"
"527","loop_561","8",94895533,95116455,1,"ENSG00000156170, ENSG00000245080, ENSG00000254248, ENSG00000284147, ENSG00000283522, ENSG00000175895, ENSG00000300401, ENSG00000305752, ENSG00000305765, ENSG00000253773, ENSG00000253351, ENSG00000294062, ENSG00000156172","NDUFAF6, MIR3150BHG,  MIR3150B, MIR3150A, PLEKHF2, CFAP418-AS1, LINC01298, CFAP418"
"528","loop_562","7",97286583,97565824,-1,"ENSG00000305877, ENSG00000199475, ENSG00000006128","RN7SKP104, TAC1"
"529","loop_563","6",11586868,11711615,1,"ENSG00000271897, ENSG00000300580, ENSG00000300643, ENSG00000207419, ENSG00000111863, ENSG00000287593, ENSG00000299246, ENSG00000234427, ENSG00000215124, ENSG00000303206, ENSG00000310201, ENSG00000225102, ENSG00000229896, ENSG00000310250, ENSG00000095951, ENSG00000310274","ADTRP, AMD1P4, HIVEP1"
"530","loop_564","5",171861549,172006873,-1,"ENSG00000072803, ENSG00000288799","FBXW11"
"531","loop_565","3",139005806,139360497,1,"ENSG00000175110, ENSG00000232416, ENSG00000281473, ENSG00000276304, ENSG00000305301, ENSG00000286988","MRPS22, BPESC1, PISRT1"
"532","loop_566","2",41418921,41537799,-1,"ENSG00000301031, ENSG00000294105, ENSG00000308746, ENSG00000304649, ENSG00000304630, ENSG00000287145, ENSG00000304671",""
"533","loop_567","2",221877986,222076547,1,"ENSG00000298385, ENSG00000135903, ENSG00000163081, ENSG00000288658, ENSG00000237732, ENSG00000291155, ENSG00000200822, ENSG00000163082, ENSG00000228670, ENSG00000202016, ENSG00000234285, ENSG00000305351","PAX3, CCDC140, RNF228, CT75, SGPP2, NANOGP2, RNU6-619P, GAPDHP49"
"534","loop_568","1",70530526,70531492,1,"ENSG00000233020, ENSG00000310316, ENSG00000237033, ENSG00000229051, ENSG00000226208, ENSG00000235782, ENSG00000050628, ENSG00000235079","CHORDC1P5,  CASP3P1, LINC01788, PTGER3, ZRANB2-AS1"
"535","loop_569","1",85276388,85448124,1,"ENSG00000223653, ENSG00000153904, ENSG00000304232, ENSG00000199459, ENSG00000273264, ENSG00000282057, ENSG00000299113, ENSG00000272691, ENSG00000142871","BCL10-AS1, DDAH1,  CCN1"
"536","loop_57","12",85317964,85594711,1,"ENSG00000258815, ENSG00000304027, ENSG00000258206, ENSG00000198774","LINC02820,  RASSF9"
"537","loop_570","1",154671593,154678345,1,"ENSG00000287064, ENSG00000143603, ENSG00000296060, ENSG00000296078, ENSG00000308854","KCNN3"
"538","loop_574","14",80197526,80387757,-1,"ENSG00000211448, ENSG00000258766","DIO2, DIO2-AS1"
"539","loop_575","7",20835326,21023367,1,"ENSG00000232790, ENSG00000285592, ENSG00000306908, ENSG00000309656, ENSG00000243633, ENSG00000225308, ENSG00000299245","LINC01162,  RN7SL542P, ASS1P11"
"540","loop_576","6",7255346,7298885,1,"ENSG00000238221, ENSG00000124783, ENSG00000164304, ENSG00000219375, ENSG00000220472, ENSG00000230570, ENSG00000300628, ENSG00000124784, ENSG00000303868, ENSG00000302021, ENSG00000233503, ENSG00000219993, ENSG00000234115, ENSG00000261189, ENSG00000096696, ENSG00000168566","SSR1, CAGE1, RPS3P4, ACCSLP1, RIOK1, HNRNPLP1, RPS26P29, IDH1P1, DSP-AS1, DSP, SNRNP48"
"541","loop_577","6",119780204,119781739,1,"ENSG00000304459, ENSG00000300675, ENSG00000302466",""
"542","loop_578","5",80408013,80483379,1,"ENSG00000039319, ENSG00000249042, ENSG00000152380, ENSG00000242706, ENSG00000240003, ENSG00000189127, ENSG00000295289, ENSG00000251366, ENSG00000251221, ENSG00000228716, ENSG00000249655, ENSG00000113318","ZFYVE16, FAM151B-DT, FAM151B, RPS27AP9, RPL7P24, ANKRD34B,  DBIP2, LINC01337, DHFR, MSH3"
"543","loop_579","4",38217497,38319367,-1,"ENSG00000287659, ENSG00000248227, ENSG00000298789, ENSG00000280015, ENSG00000249534, ENSG00000249667, ENSG00000303434, ENSG00000251635, ENSG00000231160, ENSG00000271958, ENSG00000299929, ENSG00000109787, ENSG00000299908","LINC02513, LINC01258, LINC01259, LINC02278, KLF3-AS1, KLF3"
"544","loop_58","1",30810320,30825781,-1,"ENSG00000229607, ENSG00000223382, ENSG00000298070, ENSG00000222784, ENSG00000235143, ENSG00000162512","LINC01778, RN7SKP91, SDC3"
"545","loop_581","8",29333064,29350684,-1,"ENSG00000120875, ENSG00000285601, ENSG00000260253, ENSG00000309816, ENSG00000309401, ENSG00000253182, ENSG00000253632, ENSG00000303983, ENSG00000288964, ENSG00000303950, ENSG00000309952, ENSG00000280147, ENSG00000309968, ENSG00000305122, ENSG00000305465, ENSG00000243844, ENSG00000305483, ENSG00000300341, ENSG00000251191, ENSG00000300359","DUSP4,  LINC02948, RPL17P33, LINC00589"
"546","loop_582","6",42564029,42693505,1,"ENSG00000024048, ENSG00000206848, ENSG00000308061, ENSG00000112619, ENSG00000299695, ENSG00000213435, ENSG00000124659, ENSG00000112624","UBR2, RNU6-890P,  PRPH2, ATP6V0CP3, TBCC, BICRAL"
"547","loop_583","6",125534057,125535323,1,"ENSG00000302528, ENSG00000237742, ENSG00000224506, ENSG00000135547","HEY2-AS1, LINC02523, HEY2"
"548","loop_584","5",136212745,136365545,-1,"ENSG00000069018, ENSG00000250947, ENSG00000279240, ENSG00000248351, ENSG00000296800, ENSG00000213568, ENSG00000249803, ENSG00000298415, ENSG00000298397","TRPC7, TRPC7-AS2,  HSPD1P18, HNRNPA1P13"
"549","loop_585","4",46918900,46993581,-1,"ENSG00000109158, ENSG00000163288, ENSG00000301858","GABRA4, GABRB1"
"550","loop_588","19",10239048,10290813,-1,"ENSG00000266978, ENSG00000294658, ENSG00000090339, ENSG00000267607, ENSG00000105371, ENSG00000294674, ENSG00000294616, ENSG00000105376, ENSG00000220201, ENSG00000167807, ENSG00000267673, ENSG00000267303, ENSG00000161847, ENSG00000274425, ENSG00000076662, ENSG00000105397","LIMASI,  ICAM1, ICAM4-AS1, ICAM4, ICAM5, ZGLP1, FDX2, RAVER1, ICAM3, TYK2"
"551","loop_589","18",79391848,79393855,-1,"ENSG00000294167, ENSG00000299053, ENSG00000131196, ENSG00000279637, ENSG00000286186, ENSG00000275186, ENSG00000279981, ENSG00000279397, ENSG00000286296, ENSG00000303712, ENSG00000267287, ENSG00000300730, ENSG00000301314, ENSG00000267409, ENSG00000301485, ENSG00000178412","NFATC1, LINC03101, CTDP1-DT"
"552","loop_59","13",23979700,24321031,1,"ENSG00000273167, ENSG00000182957, ENSG00000225674, ENSG00000300115, ENSG00000252695, ENSG00000294408","SPATA13, IPO7P2, MIR2276"
"553","loop_590","17",9910606,10198606,-1,"ENSG00000007237","GAS7"
"554","loop_594","10",12349547,12835545,1,"ENSG00000183049, ENSG00000285520, ENSG00000151468, ENSG00000212499","CAMK1D,  CCDC3, RNA5SP300"
"555","loop_595","7",2876246,2892896,1,"ENSG00000296378, ENSG00000198286, ENSG00000237286, ENSG00000201794, ENSG00000217455","CARD11, CARD11-AS1, RN7SKP130"
"556","loop_596","7",70894622,70940957,1,"ENSG00000299089, ENSG00000302255, ENSG00000302239, ENSG00000185274, ENSG00000302513, ENSG00000265878, ENSG00000283278, ENSG00000199940","GALNT17, MIR3914-1, MIR3914-2, RN7SKP75"
"557","loop_597","7",105604772,105876599,-1,"ENSG00000146776, ENSG00000226624, ENSG00000128536, ENSG00000294628, ENSG00000307029","ATXN7L1, RPL13AP16, CDHR3"
"558","loop_598","6",110609978,110815958,-1,"ENSG00000155111, ENSG00000217041, ENSG00000219150, ENSG00000200522, ENSG00000298831, ENSG00000212587, ENSG00000199360, ENSG00000213149, ENSG00000271607, ENSG00000298878, ENSG00000123505","CDK19,  RNU6-957P, SNORA40C, RNU6-1115P, CNN2P9, RBISP4, AMD1"
"559","loop_6","10",69220332,69267552,1,"ENSG00000156510, ENSG00000231748, ENSG00000156515, ENSG00000229197","HKDC1,  HK1, RPS15AP28"
"560","loop_60","13",25371974,26025851,1,"ENSG00000132932, ENSG00000180803, ENSG00000242381, ENSG00000223158, ENSG00000289125, ENSG00000180730, ENSG00000231983","ATP8A2,  RN7SL741P, RNY1P3, SHISA2, LINC00415"
"561","loop_600","4",99546709,99564039,-1,"ENSG00000145331, ENSG00000138823, ENSG00000248676, ENSG00000248713, ENSG00000303547","TRMT10A, MTTP,  C4orf54"
"562","loop_601","20",56626108,56630086,-1,"ENSG00000295546, ENSG00000087510, ENSG00000307191, ENSG00000252091, ENSG00000231604, ENSG00000241821, ENSG00000307207, ENSG00000237000, ENSG00000304895, ENSG00000304966, ENSG00000207158, ENSG00000304933, ENSG00000304949, ENSG00000304916, ENSG00000304980, ENSG00000298519, ENSG00000303393, ENSG00000300800, ENSG00000309136","TFAP2C, RNU6-1146P, RN7SL170P, PTMAP6, RNU6-929P"
"563","loop_602","18",35841759,35842617,1,"ENSG00000267797, ENSG00000300759, ENSG00000207797, ENSG00000300828, ENSG00000265641, ENSG00000300808","NRBF2P1,  MIR187, MIR3929"
"564","loop_603","8",14084845,15238431,-1,"ENSG00000185053, ENSG00000252035, ENSG00000255365, ENSG00000305769, ENSG00000199127","SGCZ, RNU6-397P,  MIR383"
"565","loop_604","7",38722974,38932394,-1,"ENSG00000006715, ENSG00000106536, ENSG00000233854, ENSG00000206947, ENSG00000224122, ENSG00000227172","VPS41, POU6F2, POU6F2-AS2, SNORA20B, POU6F2-AS1, YAE1-DT"
"566","loop_605","7",97117698,97181763,1,"ENSG00000196636, ENSG00000224551, ENSG00000224475, ENSG00000305877, ENSG00000226046, ENSG00000305896, ENSG00000199475, ENSG00000006128","SDHAF3, HMGB3P21, RPL7AP40,  AP1S2P1, RN7SKP104, TAC1"
"567","loop_606","7",116944286,116944414,-1,"ENSG00000222150, ENSG00000227199, ENSG00000275359, ENSG00000277583, ENSG00000004866, ENSG00000214188, ENSG00000288635, ENSG00000273596, ENSG00000273571, ENSG00000276100, ENSG00000274606, ENSG00000228368, ENSG00000213050, ENSG00000283923, ENSG00000226367, ENSG00000287829, ENSG00000274344","RNA5SP239, ST7-AS1,  ST7, ST7-OT4, TPM3P1, MIR6132, ST7-AS2"
"568","loop_607","4",81426393,82044244,-1,"ENSG00000138670, ENSG00000248282","RASGEF1B, MTCYBP44"
"569","loop_608","3",50674927,51384198,1,"ENSG00000088538","DOCK3"
"570","loop_609","3",108589705,108694840,1,"ENSG00000198919, ENSG00000241777, ENSG00000299411, ENSG00000163515, ENSG00000298997, ENSG00000163519, ENSG00000303425, ENSG00000138472","DZIP3,  RETNLB, TRAT1, GUCA1C"
"571","loop_61","1",32925454,32951640,1,"ENSG00000287691, ENSG00000116514, ENSG00000278966, ENSG00000300688, ENSG00000217644, ENSG00000239670, ENSG00000236065, ENSG00000004455","RNF19B, AK2"
"572","loop_611","1",215005775,215237090,1,"ENSG00000082482, ENSG00000282265, ENSG00000232809, ENSG00000304795, ENSG00000304814","KCNK2,  VDAC1P10"
"573","loop_613","14",55748208,55782546,1,"ENSG00000258784, ENSG00000177350, ENSG00000293056, ENSG00000258791, ENSG00000259868, ENSG00000295346, ENSG00000295328, ENSG00000277763, ENSG00000139946, ENSG00000259483, ENSG00000275569, ENSG00000259719","RPL13AP3, LINC00520, PELI2, LINC02284"
"574","loop_615","7",134368737,134432598,-1,"ENSG00000273297, ENSG00000085662, ENSG00000198074, ENSG00000227471, ENSG00000298133","LINC03060, AKR1B1, AKR1B10, AKR1B15"
"575","loop_616","2",47924181,48314415,-1,"ENSG00000230773, ENSG00000309553, ENSG00000309614, ENSG00000201010, ENSG00000309597, ENSG00000170802, ENSG00000251889","RN7SKP224, FOXN2, RNU4-49P"
"576","loop_617","1",213374555,213968925,1,"ENSG00000225233, ENSG00000302746, ENSG00000302811, ENSG00000230461, ENSG00000281664, ENSG00000302836, ENSG00000117707, ENSG00000274895, ENSG00000283518, ENSG00000272167","PROX1-AS1, LINC00538, PROX1, LINC02775"
"577","loop_618","17",70672248,70920726,1,"ENSG00000300827, ENSG00000271239, ENSG00000300947, ENSG00000271101, ENSG00000300867",""
"578","loop_619","10",132207492,132331847,-1,"ENSG00000165752, ENSG00000298617, ENSG00000298639, ENSG00000148814, ENSG00000298602","STK32C,  LRRC27"
"579","loop_62","1",35569807,35577808,-1,"ENSG00000239636, ENSG00000116819, ENSG00000126067, ENSG00000306977, ENSG00000142686, ENSG00000092853","TFAP2E-AS1, TFAP2E, PSMB2,  C1orf216, CLSPN"
"580","loop_620","9",98288109,98708935,-1,"ENSG00000136928, ENSG00000229897","GABBR2, SEPTIN7P7"
"581","loop_621","2",98416646,98417935,-1,"ENSG00000299290, ENSG00000040933, ENSG00000183513","INPP4A, COA5"
"582","loop_622","20",21125983,21246622,1,"ENSG00000088970, ENSG00000226875, ENSG00000298618, ENSG00000275457, ENSG00000297772, ENSG00000088930, ENSG00000295518, ENSG00000125816, ENSG00000225280, ENSG00000223128, ENSG00000226405, ENSG00000278041, ENSG00000227693","KIZ, ZNF877P,  XRN2, NKX2-4, RN7SKP140, GSTM3P1"
"583","loop_623","17",57131282,57133131,1,"ENSG00000304087, ENSG00000307041, ENSG00000285785, ENSG00000286732, ENSG00000153944, ENSG00000279555, ENSG00000279281, ENSG00000266100, ENSG00000280028, ENSG00000263499, ENSG00000242889, ENSG00000294834, ENSG00000294811, ENSG00000238447","MSI2, RN7SL449P, RNU7-134P"
"584","loop_626","12",81257975,81759553,-1,"ENSG00000139220, ENSG00000258162, ENSG00000258375","PPFIA2"
"585","loop_627","10",4852085,4887973,1,"ENSG00000304798, ENSG00000304775, ENSG00000151631, ENSG00000304813, ENSG00000304836, ENSG00000238840, ENSG00000187134, ENSG00000151632, ENSG00000224251, ENSG00000239148, ENSG00000196139, ENSG00000304878, ENSG00000304857, ENSG00000239142, ENSG00000225418, ENSG00000264006, ENSG00000198610, ENSG00000228291, ENSG00000287848, ENSG00000231039, ENSG00000224034, ENSG00000291045, ENSG00000215267, ENSG00000297069, ENSG00000298384, ENSG00000293782, ENSG00000223987, ENSG00000296083, ENSG00000280450, ENSG00000178473","AKR1C6P, AKR1C1, AKR1C2, AKR1C3, AKR1C5P, AKR1C8, AKR1C4, ARL4AP3, LINC02561, AKR1C7P, RPL26P28, UCN3"
"586","loop_628","8",18170477,18223689,1,"ENSG00000171428, ENSG00000254015, ENSG00000253937, ENSG00000244593, ENSG00000285624, ENSG00000271654, ENSG00000156006, ENSG00000156011","NAT1, MTND4LP26, NATP,  NAT2, PSD3"
"587","loop_629","6",692382,834289,1,"ENSG00000271727, ENSG00000276687, ENSG00000286785, ENSG00000297725, ENSG00000270937, ENSG00000297704, ENSG00000176515, ENSG00000305781, ENSG00000286324, ENSG00000305811, ENSG00000289842, ENSG00000303904, ENSG00000164379, ENSG00000281809, ENSG00000294194","LINC01622, FOXQ1, LINC01394"
"588","loop_63","13",97110058,97114184,1,"ENSG00000303070, ENSG00000233124, ENSG00000306786, ENSG00000306826","LINC00456"
"589","loop_630","5",114055926,114496500,1,"ENSG00000080709, ENSG00000300763, ENSG00000222706","KCNN2,  RN7SKP89"
"590","loop_631","5",166979029,168264157,1,"ENSG00000145934, ENSG00000254365, ENSG00000254297, ENSG00000253527, ENSG00000289264","TENM2"
"591","loop_634","3",193771874,193782758,1,"ENSG00000287206, ENSG00000308654, ENSG00000229155, ENSG00000304564, ENSG00000214146, ENSG00000238043, ENSG00000224403, ENSG00000230102, ENSG00000298246, ENSG00000276407, ENSG00000308836, ENSG00000232874, ENSG00000289385, ENSG00000114315, ENSG00000304085, ENSG00000242201, ENSG00000304070, ENSG00000214145, ENSG00000303519, ENSG00000303507, ENSG00000238097, ENSG00000303529, ENSG00000228271, ENSG00000286317","LINC02038, LINC02026, DPPA2P3, LINC02028, LINC02924, HES1, RN7SL215P, LINC00887, LINC02037, LINC02048"
"592","loop_635","2",175257250,175463180,1,"ENSG00000229066, ENSG00000305006, ENSG00000289349, ENSG00000309421, ENSG00000309406, ENSG00000223976, ENSG00000229779, ENSG00000144320, ENSG00000307374, ENSG00000305042, ENSG00000174279","EXTL2P1, LNPK, EVX2"
"593","loop_636","11",58640426,58731974,-1,"ENSG00000149124, ENSG00000197254, ENSG00000254926, ENSG00000289621, ENSG00000255265, ENSG00000156689, ENSG00000299851, ENSG00000254717","GLYAT,  TMA16P1, GLYATL2, GLYATL1P2"
"594","loop_637","8",116766505,116849463,1,"ENSG00000147679, ENSG00000164754, ENSG00000253327, ENSG00000283956, ENSG00000300083, ENSG00000205002, ENSG00000300101, ENSG00000300123, ENSG00000164756, ENSG00000244033","UTP23, RAD21, RAD21-AS1, MIR3610,  AARD, SLC30A8, RN7SL228P"
"595","loop_638","7",19719315,19773617,-1,"ENSG00000173452, ENSG00000237921, ENSG00000243004, ENSG00000296332, ENSG00000213860, ENSG00000267055, ENSG00000228598, ENSG00000183742","TMEM196,  RPL21P75, MACC1-AS1, MACC1"
"596","loop_639","6",8158162,8760447,1,"ENSG00000285216, ENSG00000285219, ENSG00000303086","HULC"
"597","loop_64","14",102224500,102305190,-1,"ENSG00000080823","MOK"
"598","loop_640","6",43243481,43288258,1,"ENSG00000146216, ENSG00000137204, ENSG00000146215, ENSG00000171467, ENSG00000219222, ENSG00000220614, ENSG00000303420, ENSG00000179157, ENSG00000226558, ENSG00000287055, ENSG00000287266, ENSG00000124574, ENSG00000276770, ENSG00000171462, ENSG00000207076, ENSG00000137221, ENSG00000204052","TTBK1, SLC22A7, CRIP3, ZNF318, RPL12P47, RPL34P14,  RPS2P28, ABCC10, MIR6780B, DLK2, RNU6-1113P, TJAP1, LRRC73"
"599","loop_641","3",131533555,132285410,-1,"ENSG00000196353, ENSG00000289118, ENSG00000265859","CPNE4,  MIR5704"
"600","loop_642","1",202348699,202592706,1,"ENSG00000077157, ENSG00000253042, ENSG00000143858","PPP1R12B,  SYT2"
"601","loop_644","6",108441880,108558370,-1,"ENSG00000287044, ENSG00000271608, ENSG00000302140, ENSG00000118689, ENSG00000294744, ENSG00000228976, ENSG00000294090, ENSG00000203801, ENSG00000294053, ENSG00000293088, ENSG00000219565, ENSG00000231559, ENSG00000118690, ENSG00000218872, ENSG00000294621, ENSG00000230290, ENSG00000228834, ENSG00000080546, ENSG00000271730, ENSG00000309731, ENSG00000199944","FOXO3, SUMO2P8, LINC00222, ZPR1P1, ARMC2, ARMC2-AS1, ATP5MFP2, SESN1, RNU6-653P"
"602","loop_645","5",152336119,152726160,1,"ENSG00000286749, ENSG00000249484, ENSG00000306270","LINC01470"
"603","loop_647","14",36320150,36656163,1,"ENSG00000283098, ENSG00000253563, ENSG00000258661, ENSG00000198807, ENSG00000183032, ENSG00000296806, ENSG00000258690, ENSG00000258601","NKX2-1-AS1, PAX9, SLC25A21"
"604","loop_648","12",102836889,102958410,-1,"ENSG00000171759, ENSG00000282964, ENSG00000139352, ENSG00000288092, ENSG00000257703, ENSG00000306788, ENSG00000257860, ENSG00000179088, ENSG00000295962, ENSG00000296019, ENSG00000257415, ENSG00000257994, ENSG00000286197, ENSG00000310518, ENSG00000257762","PAH,  ASCL1, C12orf42-AS1, C12orf42, LINC02401"
"605","loop_649","12",110452486,110469268,-1,"ENSG00000111231, ENSG00000204856, ENSG00000111237, ENSG00000202335, ENSG00000278993, ENSG00000151164, ENSG00000196850","GPN3, FAM216A, VPS29,  RAD9B, PPTC7"
"606","loop_65","14",23115185,23137294,1,"ENSG00000295888, ENSG00000092067, ENSG00000288931, ENSG00000092068, ENSG00000295903, ENSG00000202229, ENSG00000215277","CEBPE, SLC7A8, RNU6-1138P, RNF212B"
"607","loop_650","11",26188842,26663289,1,"ENSG00000134343, ENSG00000254819, ENSG00000255505, ENSG00000169550, ENSG00000300991","ANO3, ANO3-AS1,  MUC15"
